INCIDENT_NUMBER;OFFENSE_CODE;OFFENSE_CODE_GROUP;OFFENSE_CODE_GROUP_No;OFFENSE_DESCRIPTION;DISTRICT;District_simple;District_simple_No;REPORTING_AREA;OCCURRED_ON_DATE;Hour1;Start_Night;Start_Day;Night_Day;YEAR;MONTH;DAY_OF_WEEK;WE_Workday;WE_Workday_No;HOUR;Counts_per_hour;STREET;Lat;Long;Location
I182032530;361;Robbery;2;ROBBERY - OTHER;E18;E;5;498;30.04.2018 22:00;22:00:00;17:00:00;08:00:00;Night;2018;4;Monday;Workdays;1;22;278;NAVARRE ST;42.27458078;-71.11766502;(42.27458078, -71.11766502)
I182032425;301;Robbery;2;ROBBERY - STREET;B2;B;2;298;30.04.2018 17:43;17:43:00;17:00:00;08:00:00;Night;2018;4;Monday;Workdays;1;17;277;DALE ST;42.32328409;-71.08937234;(42.32328409, -71.08937234)
I182032150;301;Robbery;2;ROBBERY - STREET;A15;A;1;38;29.04.2018 19:01;19:01:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;19;274;FIRST AVE;42.37749764;-71.05031219;(42.37749764, -71.05031219)
I182032140;301;Robbery;2;ROBBERY - STREET;A7;A;1;824;29.04.2018 17:55;17:55:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;17;277;LEXINGTON ST;42.37987589;-71.03171809;(42.37987589, -71.03171809)
I182032139;361;Robbery;2;ROBBERY - OTHER;C6;C;3;175;29.04.2018 17:47;17:47:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;17;277;ATKINSON ST;42.33189752;-71.06908191;(42.33189752, -71.06908191)
I182031839;351;Robbery;2;ROBBERY - BANK;D14;D;4;804;28.04.2018 15:21;15:21:00;17:00:00;08:00:00;Day;2018;4;Saturday;Weekend;2;15;241;EVERETT ST;42.35595391;-71.13852468;(42.35595391, -71.13852468)
I182031735;301;Robbery;2;ROBBERY - STREET;B2;B;2;263;28.04.2018 00:18;00:18:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;0;244;DUDLEY ST;42.32297261;-71.07317313;(42.32297261, -71.07317313)
I182031729;301;Robbery;2;ROBBERY - STREET;C11;C;3;353;28.04.2018 05:03;05:03:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;5;86;WILLIAM T MORRISSEY BLVD;42.30027016;-71.04967147;(42.30027016, -71.04967147)
I182031598;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;401;27.04.2018 16:41;16:41:00;17:00:00;08:00:00;Day;2018;4;Friday;Workdays;1;16;231;TALBOT AVE;42.2871482;-71.06493039;(42.28714820, -71.06493039)
I182031416;301;Robbery;2;ROBBERY - STREET;C11;C;3;362;27.04.2018 00:50;00:50:00;17:00:00;08:00:00;Night;2018;4;Friday;Workdays;1;0;244;KENWOOD ST;42.29167441;-71.07172281;(42.29167441, -71.07172281)
I182031361;301;Robbery;2;ROBBERY - STREET;C11;C;3;362;26.04.2018 18:40;18:40:00;17:00:00;08:00:00;Night;2018;4;Thursday;Workdays;1;18;285;LYNDHURST ST;42.29290563;-71.06955795;(42.29290563, -71.06955795)
I182031335;301;Robbery;2;ROBBERY - STREET;C6;C;3;179;26.04.2018 12:50;12:50:00;17:00:00;08:00:00;Day;2018;4;Thursday;Workdays;1;12;258;GERARD ST;42.3322228;-71.07167184;(42.33222280, -71.07167184)
I182031086;361;Robbery;2;ROBBERY - OTHER;E18;E;5;516;25.04.2018 21:30;21:30:00;17:00:00;08:00:00;Night;2018;4;Wednesday;Workdays;1;21;303;TRUMAN PKWY;42.25194322;-71.11925138;(42.25194322, -71.11925138)
I182031003;301;Robbery;2;ROBBERY - STREET;D4;D;4;271;25.04.2018 12:30;12:30:00;17:00:00;08:00:00;Day;2018;4;Wednesday;Workdays;1;12;258;HARRISON AVE;42.33478683;-71.07532946;(42.33478683, -71.07532946)
I182030980;381;Robbery;2;ROBBERY - CAR JACKING;B2;B;2;265;25.04.2018 14:52;14:52:00;17:00:00;08:00:00;Day;2018;4;Wednesday;Workdays;1;14;242;ALASKA ST;42.3210436;-71.07865897;(42.32104360, -71.07865897)
I182030980;301;Robbery;2;ROBBERY - STREET;B2;B;2;265;25.04.2018 14:52;14:52:00;17:00:00;08:00:00;Day;2018;4;Wednesday;Workdays;1;14;242;ALASKA ST;42.3210436;-71.07865897;(42.32104360, -71.07865897)
I182030867;301;Robbery;2;ROBBERY - STREET;B3;B;2;458;25.04.2018 08:06;08:06:00;17:00:00;08:00:00;Day;2018;4;Wednesday;Workdays;1;8;195;MICHIGAN AVE;42.30250605;-71.083294;(42.30250605, -71.08329400)
I182030507;311;Robbery;2;ROBBERY - COMMERCIAL;A7;A;1;17;23.04.2018 22:47;22:47:00;17:00:00;08:00:00;Night;2018;4;Monday;Workdays;1;22;278;CHELSEA ST;42.37977166;-71.02730041;(42.37977166, -71.02730041)
I182030501;361;Robbery;2;ROBBERY - OTHER;B2;B;2;330;23.04.2018 10:45;10:45:00;17:00:00;08:00:00;Day;2018;4;Monday;Workdays;1;10;178;BLUE HILL AVE;42.30638316;-71.08435635;(42.30638316, -71.08435635)
I182030168;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;363;22.04.2018 19:24;19:24:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;19;274;DORCHESTER AVE;42.2938387;-71.06202501;(42.29383870, -71.06202501)
I182030013;301;Robbery;2;ROBBERY - STREET;B2;B;2;317;22.04.2018 04:50;04:50:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;4;77;HOMESTEAD ST;42.31014403;-71.08759179;(42.31014403, -71.08759179)
I182029806;361;Robbery;2;ROBBERY - OTHER;C11;C;3;367;21.04.2018 11:05;11:05:00;17:00:00;08:00:00;Day;2018;4;Saturday;Weekend;2;11;193;VICTORY RD;42.29578949;-71.05581808;(42.29578949, -71.05581808)
I182029769;301;Robbery;2;ROBBERY - STREET;A1;A;1;117;21.04.2018 02:30;02:30:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;2;181;WASHINGTON ST;42.35213476;-71.06266757;(42.35213476, -71.06266757)
I182029362;301;Robbery;2;ROBBERY - STREET;D4;D;4;618;19.04.2018 20:15;20:15:00;17:00:00;08:00:00;Night;2018;4;Thursday;Workdays;1;20;305;HUNTINGTON AVE;42.34091586;-71.08771531;(42.34091586, -71.08771531)
I182029328;351;Robbery;2;ROBBERY - BANK;A1;A;1;111;19.04.2018 17:50;17:50:00;17:00:00;08:00:00;Night;2018;4;Thursday;Workdays;1;17;277;WINTER ST;42.35571985;-71.06110871;(42.35571985, -71.06110871)
I182029321;361;Robbery;2;ROBBERY - OTHER;B2;B;2;309;19.04.2018 17:14;17:14:00;17:00:00;08:00:00;Night;2018;4;Thursday;Workdays;1;17;277;MARTIN LUTHER KING JR BLV;42.31860134;-71.08405792;(42.31860134, -71.08405792)
I182029258;361;Robbery;2;ROBBERY - OTHER;B3;B;2;468;19.04.2018 14:23;14:23:00;17:00:00;08:00:00;Day;2018;4;Thursday;Workdays;1;14;242;WELLINGTON HILL ST;42.28039667;-71.09473186;(42.28039667, -71.09473186)
I182029155;301;Robbery;2;ROBBERY - STREET;E13;E;5;567;19.04.2018 06:30;06:30:00;17:00:00;08:00:00;Night;2018;4;Thursday;Workdays;1;6;100;FOREST HILLS ST;42.30887462;-71.10247235;(42.30887462, -71.10247235)
I182029149;301;Robbery;2;ROBBERY - STREET;C6;C;3;194;19.04.2018 03:48;03:48:00;17:00:00;08:00:00;Night;2018;4;Thursday;Workdays;1;3;124;DORCHESTER AVE;42.33138444;-71.05697531;(42.33138444, -71.05697531)
I182029066;361;Robbery;2;ROBBERY - OTHER;A1;A;1;111;18.04.2018 22:05;22:05:00;17:00:00;08:00:00;Night;2018;4;Wednesday;Workdays;1;22;278;TREMONT ST;42.35540738;-71.06312433;(42.35540738, -71.06312433)
I182028623;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;337;17.04.2018 11:59;11:59:00;17:00:00;08:00:00;Day;2018;4;Tuesday;Workdays;1;11;193;BOWDOIN ST;42.3036967;-71.07104897;(42.30369670, -71.07104897)
I182028362;301;Robbery;2;ROBBERY - STREET;B3;B;2;466;14.04.2018 01:00;01:00:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;1;171;DEERING RD;42.28414025;-71.09305138;(42.28414025, -71.09305138)
I182028333;361;Robbery;2;ROBBERY - OTHER;A1;A;1;101;16.04.2018 02:27;02:27:00;17:00:00;08:00:00;Night;2018;4;Monday;Workdays;1;2;181;STATE ST;42.35942556;-71.05288819;(42.35942556, -71.05288819)
I182028324;371;Robbery;2;ROBBERY - HOME INVASION;B3;B;2;408;16.04.2018 00:29;00:29:00;17:00:00;08:00:00;Night;2018;4;Monday;Workdays;1;0;244;TEMPLE ST;42.27327428;-71.07251356;(42.27327428, -71.07251356)
I182028292;311;Robbery;2;ROBBERY - COMMERCIAL;A15;A;1;54;15.04.2018 21:36;21:36:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;21;303;MAIN ST;42.37746305;-71.06697969;(42.37746305, -71.06697969)
I182028251;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;365;15.04.2018 18:14;18:14:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;18;285;DORCHESTER AVE;42.2908347;-71.06288798;(42.29083470, -71.06288798)
I182028184;301;Robbery;2;ROBBERY - STREET;C11;C;3;403;15.04.2018 12:53;12:53:00;17:00:00;08:00:00;Day;2018;4;Sunday;Weekend;2;12;258;FULLER ST;42.28314378;-71.06766456;(42.28314378, -71.06766456)
I182027835;311;Robbery;2;ROBBERY - COMMERCIAL;E13;E;5;304;14.04.2018 08:02;08:02:00;17:00:00;08:00:00;Day;2018;4;Saturday;Weekend;2;8;195;COLUMBUS AVE;42.31771534;-71.09823049;(42.31771534, -71.09823049)
I182027830;301;Robbery;2;ROBBERY - STREET;A1;A;1;111;14.04.2018 06:39;06:39:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;6;100;BOYLSTON ST;42.3523119;-71.0637051;(42.35231190, -71.06370510)
I182027815;301;Robbery;2;ROBBERY - STREET;A7;A;1;16;14.04.2018 03:28;03:28:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;3;124;FALCON ST;42.38196252;-71.03026651;(42.38196252, -71.03026651)
I182027766;301;Robbery;2;ROBBERY - STREET;A7;A;1;14;13.04.2018 22:51;22:51:00;17:00:00;08:00:00;Night;2018;4;Friday;Workdays;1;22;278;BENNINGTON ST;42.38305084;-71.0173536;(42.38305084, -71.01735360)
I182027622;351;Robbery;2;ROBBERY - BANK;A1;A;1;105;13.04.2018 13:12;13:12:00;17:00:00;08:00:00;Day;2018;4;Friday;Workdays;1;13;206;SUMMER ST;42.35474968;-71.05951251;(42.35474968, -71.05951251)
I182027579;301;Robbery;2;ROBBERY - STREET;D4;D;4;172;13.04.2018 11:36;11:36:00;17:00:00;08:00:00;Day;2018;4;Friday;Workdays;1;11;193;ALBANY ST;42.33428841;-71.07239518;(42.33428841, -71.07239518)
I182027492;301;Robbery;2;ROBBERY - STREET;D4;D;4;624;13.04.2018 00:05;00:05:00;17:00:00;08:00:00;Night;2018;4;Friday;Workdays;1;0;244;BROOKLINE AVE;42.34717072;-71.09855075;(42.34717072, -71.09855075)
I182027379;301;Robbery;2;ROBBERY - STREET;B2;B;2;329;12.04.2018 19:54;19:54:00;17:00:00;08:00:00;Night;2018;4;Thursday;Workdays;1;19;274;BRUNSWICK ST;42.31089986;-71.08007661;(42.31089986, -71.08007661)
I182027139;301;Robbery;2;ROBBERY - STREET;B2;B;2;290;11.04.2018 21:04;21:04:00;17:00:00;08:00:00;Night;2018;4;Wednesday;Workdays;1;21;303;ROXBURY ST;42.3300733;-71.09126467;(42.33007330, -71.09126467)
I182027050;361;Robbery;2;ROBBERY - OTHER;B2;B;2;329;11.04.2018 15:13;15:13:00;17:00:00;08:00:00;Day;2018;4;Wednesday;Workdays;1;15;241;BLUE HILL AVE;42.30938437;-71.08262277;(42.30938437, -71.08262277)
I182026916;371;Robbery;2;ROBBERY - HOME INVASION;E5;E;5;564;11.04.2018 10:01;10:01:00;17:00:00;08:00:00;Day;2018;4;Wednesday;Workdays;1;10;178;WASHINGTON ST;42.29492396;-71.11910662;(42.29492396, -71.11910662)
I182026908;301;Robbery;2;ROBBERY - STREET;A7;A;1;16;11.04.2018 09:30;09:30:00;17:00:00;08:00:00;Day;2018;4;Wednesday;Workdays;1;9;167;NEPTUNE RD;42.38043677;-71.02611991;(42.38043677, -71.02611991)
I182026868;301;Robbery;2;ROBBERY - STREET;D14;D;4;783;10.04.2018 22:47;22:47:00;17:00:00;08:00:00;Night;2018;4;Tuesday;Workdays;1;22;278;COMMONWEALTH AVE;42.34888559;-71.14007361;(42.34888559, -71.14007361)
I182026820;301;Robbery;2;ROBBERY - STREET;B3;B;2;468;10.04.2018 19:30;19:30:00;17:00:00;08:00:00;Night;2018;4;Tuesday;Workdays;1;19;274;WELLINGTON HILL ST;42.28039667;-71.09473186;(42.28039667, -71.09473186)
I182026600;301;Robbery;2;ROBBERY - STREET;D4;D;4;598;10.04.2018 02:30;02:30:00;17:00:00;08:00:00;Night;2018;4;Tuesday;Workdays;1;2;181;DALTON ST;42.34634313;-71.08482013;(42.34634313, -71.08482013)
I182026560;311;Robbery;2;ROBBERY - COMMERCIAL;C6;C;3;191;09.04.2018 21:12;21:12:00;17:00:00;08:00:00;Night;2018;4;Monday;Workdays;1;21;303;DORCHESTER AVE;42.3290376;-71.05694505;(42.32903760, -71.05694505)
I182026236;301;Robbery;2;ROBBERY - STREET;A1;A;1;115;08.04.2018 19:00;19:00:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;19;274;SOUTH ST;42.35110203;-71.05735186;(42.35110203, -71.05735186)
I182026224;361;Robbery;2;ROBBERY - OTHER;B2;B;2;311;08.04.2018 19:03;19:03:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;19;274;WARREN ST;42.31865102;-71.08162344;(42.31865102, -71.08162344)
I182026032;301;Robbery;2;ROBBERY - STREET;D4;D;4;170;07.04.2018 23:01;23:01:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;23;231;E CONCORD ST;42.33753031;-71.07448985;(42.33753031, -71.07448985)
I182026005;301;Robbery;2;ROBBERY - STREET;E13;E;5;510;07.04.2018 20:34;20:34:46;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;20;305;MORTON ST;42.30016125;-71.10898052;(42.30016125, -71.10898052)
I182025981;311;Robbery;2;ROBBERY - COMMERCIAL;A1;A;1;102;07.04.2018 18:32;18:32:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;18;285;WINTER ST;42.35602373;-71.06177615;(42.35602373, -71.06177615)
I182025841;301;Robbery;2;ROBBERY - STREET;C11;C;3;359;07.04.2018 02:30;02:30:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;2;181;WASHINGTON ST;42.29451037;-71.07197241;(42.29451037, -71.07197241)
I182025789;301;Robbery;2;ROBBERY - STREET;A7;A;1;26;07.04.2018 02:30;02:30:00;17:00:00;08:00:00;Night;2018;4;Saturday;Weekend;2;2;181;MERIDIAN ST;42.38289141;-71.03930932;(42.38289141, -71.03930932)
I182025760;301;Robbery;2;ROBBERY - STREET;D14;D;4;790;06.04.2018 22:55;22:55:00;17:00:00;08:00:00;Night;2018;4;Friday;Workdays;1;22;278;STRATHMORE RD;42.33777155;-71.14740953;(42.33777155, -71.14740953)
I182025460;301;Robbery;2;ROBBERY - STREET;A1;A;1;111;05.04.2018 18:18;18:18:00;17:00:00;08:00:00;Night;2018;4;Thursday;Workdays;1;18;285;TREMONT ST;42.35311007;-71.06432264;(42.35311007, -71.06432264)
I182025314;301;Robbery;2;ROBBERY - STREET;E13;E;5;573;04.04.2018 13:30;13:30:00;17:00:00;08:00:00;Day;2018;4;Wednesday;Workdays;1;13;206;GLEN RD;42.30943548;-71.10456991;(42.30943548, -71.10456991)
I182025219;301;Robbery;2;ROBBERY - STREET;A7;A;1;17;05.04.2018 00:01;00:01:00;17:00:00;08:00:00;Night;2018;4;Thursday;Workdays;1;0;244;SHELBY ST;42.38090412;-71.02795572;(42.38090412, -71.02795572)
I182025204;311;Robbery;2;ROBBERY - COMMERCIAL;B3;B;2;456;04.04.2018 21:08;21:08:00;17:00:00;08:00:00;Night;2018;4;Wednesday;Workdays;1;21;303;GLENWAY ST;42.30018979;-71.08244261;(42.30018979, -71.08244261)
I182025109;381;Robbery;2;ROBBERY - CAR JACKING;E13;E;5;578;04.04.2018 16:31;16:31:00;17:00:00;08:00:00;Day;2018;4;Wednesday;Workdays;1;16;231;FORBES ST;42.3211829;-71.1068278;(42.32118290, -71.10682780)
I182024936;301;Robbery;2;ROBBERY - STREET;A1;A;1;97;04.04.2018 05:47;05:47:00;17:00:00;08:00:00;Night;2018;4;Wednesday;Workdays;1;5;86;SCHOOL ST;42.3575462;-71.05881953;(42.35754620, -71.05881953)
I182024936;311;Robbery;2;ROBBERY - COMMERCIAL;A1;A;1;97;04.04.2018 05:47;05:47:00;17:00:00;08:00:00;Night;2018;4;Wednesday;Workdays;1;5;86;SCHOOL ST;42.3575462;-71.05881953;(42.35754620, -71.05881953)
I182024752;301;Robbery;2;ROBBERY - STREET;E5;E;5;720;03.04.2018 12:49;12:49:00;17:00:00;08:00:00;Day;2018;4;Tuesday;Workdays;1;12;258;CENTRE ST;42.27877089;-71.15946645;(42.27877089, -71.15946645)
I182024725;311;Robbery;2;ROBBERY - COMMERCIAL;D4;D;4;627;03.04.2018 11:11;11:11:00;17:00:00;08:00:00;Day;2018;4;Tuesday;Workdays;1;11;193;KILMARNOCK ST;42.34353469;-71.09980109;(42.34353469, -71.09980109)
I182024666;301;Robbery;2;ROBBERY - STREET;A1;A;1;113;03.04.2018 06:59;06:59:00;17:00:00;08:00:00;Night;2018;4;Tuesday;Workdays;1;6;100;KINGSTON ST;42.35370585;-71.05898587;(42.35370585, -71.05898587)
I182024648;301;Robbery;2;ROBBERY - STREET;B3;B;2;475;03.04.2018 02:33;02:33:00;17:00:00;08:00:00;Night;2018;4;Tuesday;Workdays;1;2;181;CUMMINS HWY;42.27043477;-71.10005783;(42.27043477, -71.10005783)
I182024499;351;Robbery;2;ROBBERY - BANK;A1;A;1;100;02.04.2018 15:21;15:21:00;17:00:00;08:00:00;Day;2018;4;Monday;Workdays;1;15;241;STATE ST;42.35902548;-71.05567996;(42.35902548, -71.05567996)
I182024304;371;Robbery;2;ROBBERY - HOME INVASION;B2;B;2;587;01.04.2018 23:21;23:21:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;23;231;BURNEY ST;42.33188687;-71.0995439;(42.33188687, -71.09954390)
I182024160;361;Robbery;2;ROBBERY - OTHER;E18;E;5;480;31.03.2018 22:00;22:00:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;22;278;CUMMINS HWY;42.27022181;-71.09892736;(42.27022181, -71.09892736)
I182024110;301;Robbery;2;ROBBERY - STREET;C11;C;3;250;01.04.2018 01:58;01:58:00;17:00:00;08:00:00;Night;2018;4;Sunday;Weekend;2;1;171;SAVIN HILL AVE;42.31060867;-71.05225582;(42.31060867, -71.05225582)
I182023859;301;Robbery;2;ROBBERY - STREET;A1;A;1;111;31.03.2018 03:42;03:42:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;3;124;WEST ST;42.35459106;-71.0621901;(42.35459106, -71.06219010)
I182023839;301;Robbery;2;ROBBERY - STREET;C11;C;3;350;31.03.2018 02:15;02:15:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;2;181;GREENWICH ST;42.30348022;-71.05842644;(42.30348022, -71.05842644)
I182023836;301;Robbery;2;ROBBERY - STREET;A7;A;1;23;31.03.2018 01:44;01:44:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;1;171;BENNINGTON ST;42.37546983;-71.03730221;(42.37546983, -71.03730221)
I182023728;351;Robbery;2;ROBBERY - BANK;E5;E;5;720;30.03.2018 16:07;16:07:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;16;231;CENTRE ST;42.28251404;-71.15747905;(42.28251404, -71.15747905)
I182023726;311;Robbery;2;ROBBERY - COMMERCIAL;E5;E;5;695;30.03.2018 16:03;16:03:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;16;231;CENTRE ST;42.28728494;-71.15306857;(42.28728494, -71.15306857)
I182023713;301;Robbery;2;ROBBERY - STREET;B2;B;2;258;30.03.2018 15:24;15:24:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;15;241;COLUMBIA RD;42.31635508;-71.06593853;(42.31635508, -71.06593853)
I182023550;301;Robbery;2;ROBBERY - STREET;A7;A;1;19;30.03.2018 02:27;02:27:00;17:00:00;08:00:00;Night;2018;3;Friday;Workdays;1;2;181;PRINCETON ST;42.37949494;-71.0306854;(42.37949494, -71.03068540)
I182023419;351;Robbery;2;ROBBERY - BANK;E5;E;5;679;29.03.2018 14:21;14:21:00;17:00:00;08:00:00;Day;2018;3;Thursday;Workdays;1;14;242;BELGRADE AVE;42.28665632;-71.13128576;(42.28665632, -71.13128576)
I182023260;301;Robbery;2;ROBBERY - STREET;B2;B;2;182;28.03.2018 23:54;23:54:00;17:00:00;08:00:00;Night;2018;3;Wednesday;Workdays;1;23;231;ALBION ST;42.3220384;-71.07140396;(42.32203840, -71.07140396)
I182023229;301;Robbery;2;ROBBERY - STREET;D4;D;4;903;28.03.2018 22:00;22:00:00;17:00:00;08:00:00;Night;2018;3;Wednesday;Workdays;1;22;278;LATTIMORE CT;42.33676619;-71.08205122;(42.33676619, -71.08205122)
I182022938;361;Robbery;2;ROBBERY - OTHER;C6;C;3;914;27.03.2018 21:47;21:47:00;17:00:00;08:00:00;Night;2018;3;Tuesday;Workdays;1;21;303;GENERAL LAWRENCE J LOGAN ;42.32828842;-71.05529696;(42.32828842, -71.05529696)
I182022747;301;Robbery;2;ROBBERY - STREET;C11;C;3;356;26.03.2018 17:20;17:20:00;17:00:00;08:00:00;Night;2018;3;Monday;Workdays;1;17;277;CHARLES ST;42.29990887;-71.06424768;(42.29990887, -71.06424768)
I182022623;301;Robbery;2;ROBBERY - STREET;B2;B;2;180;26.03.2018 20:00;20:00:00;17:00:00;08:00:00;Night;2018;3;Monday;Workdays;1;20;305;HAMPDEN ST;42.32829617;-71.07508786;(42.32829617, -71.07508786)
I182022483;301;Robbery;2;ROBBERY - STREET;C11;C;3;240;25.03.2018 02:30;02:30:00;17:00:00;08:00:00;Night;2018;3;Sunday;Weekend;2;2;181;CHASE ST;42.31840845;-71.05974267;(42.31840845, -71.05974267)
I182022370;301;Robbery;2;ROBBERY - STREET;D4;D;4;161;26.03.2018 00:45;00:45:00;17:00:00;08:00:00;Night;2018;3;Monday;Workdays;1;0;244;VILLAGE CT;42.34569316;-71.06857257;(42.34569316, -71.06857257)
I182022337;301;Robbery;2;ROBBERY - STREET;E13;E;5;916;25.03.2018 15:21;15:21:00;17:00:00;08:00:00;Day;2018;3;Sunday;Weekend;2;15;241;BICKFORD ST;42.32483301;-71.10164757;(42.32483301, -71.10164757)
I182022118;301;Robbery;2;ROBBERY - STREET;C11;C;3;257;25.03.2018 00:23;00:23:00;17:00:00;08:00:00;Night;2018;3;Sunday;Weekend;2;0;244;EVERETT AVE;42.31600283;-71.06272297;(42.31600283, -71.06272297)
I182022113;301;Robbery;2;ROBBERY - STREET;A7;A;1;22;24.03.2018 22:35;22:35:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;22;278;LONDON ST;42.37568399;-71.03624887;(42.37568399, -71.03624887)
I182022090;311;Robbery;2;ROBBERY - COMMERCIAL;D4;D;4;130;24.03.2018 20:08;20:08:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;20;305;HUNTINGTON AVE;42.34857652;-71.07772012;(42.34857652, -71.07772012)
I182021927;301;Robbery;2;ROBBERY - STREET;B3;B;2;435;24.03.2018 01:00;01:00:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;1;171;EDSON ST;42.28623708;-71.07768279;(42.28623708, -71.07768279)
I182021907;301;Robbery;2;ROBBERY - STREET;C11;C;3;346;24.03.2018 02:09;02:09:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;2;181;JULIETTE ST;42.30584423;-71.06261555;(42.30584423, -71.06261555)
I182021895;361;Robbery;2;ROBBERY - OTHER;E18;E;5;940;24.03.2018 00:47;00:47:36;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;0;244;NEWACRE RD;42.24550885;-71.11889368;(42.24550885, -71.11889368)
I182021856;311;Robbery;2;ROBBERY - COMMERCIAL;D4;D;4;170;23.03.2018 20:49;20:49:00;17:00:00;08:00:00;Night;2018;3;Friday;Workdays;1;20;305;WASHINGTON ST;42.33675016;-71.07662788;(42.33675016, -71.07662788)
I182021823;301;Robbery;2;ROBBERY - STREET;B3;B;2;459;23.03.2018 17:16;17:16:00;17:00:00;08:00:00;Night;2018;3;Friday;Workdays;1;17;277;MERRILL ST;42.30305078;-71.07968913;(42.30305078, -71.07968913)
I182021790;301;Robbery;2;ROBBERY - STREET;B2;B;2;328;23.03.2018 16:34;16:34:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;16;231;NORMANDY ST;42.31130246;-71.07824138;(42.31130246, -71.07824138)
I182021672;351;Robbery;2;ROBBERY - BANK;D14;D;4;770;23.03.2018 09:48;09:48:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;9;167;MARKET ST;42.35046039;-71.15265804;(42.35046039, -71.15265804)
I182021636;301;Robbery;2;ROBBERY - STREET;A1;A;1;103;23.03.2018 02:00;02:00:00;17:00:00;08:00:00;Night;2018;3;Friday;Workdays;1;2;181;SCHOOL ST;42.35788876;-71.06010047;(42.35788876, -71.06010047)
I182021625;301;Robbery;2;ROBBERY - STREET;A7;A;1;19;23.03.2018 01:32;01:32:00;17:00:00;08:00:00;Night;2018;3;Friday;Workdays;1;1;171;SARATOGA ST;42.37864819;-71.03089238;(42.37864819, -71.03089238)
I182021599;301;Robbery;2;ROBBERY - STREET;C11;C;3;351;22.03.2018 21:22;21:22:00;17:00:00;08:00:00;Night;2018;3;Thursday;Workdays;1;21;303;SALISBURY PARK;42.29928376;-71.059172;(42.29928376, -71.05917200)
I182021527;361;Robbery;2;ROBBERY - OTHER;E13;E;5;930;22.03.2018 17:13;17:13:00;17:00:00;08:00:00;Night;2018;3;Thursday;Workdays;1;17;277;COLUMBUS AVE;42.31506898;-71.09746579;(42.31506898, -71.09746579)
I182021479;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;403;22.03.2018 14:38;14:38:00;17:00:00;08:00:00;Day;2018;3;Thursday;Workdays;1;14;242;WASHINGTON ST;42.27913786;-71.06970635;(42.27913786, -71.06970635)
I182021451;301;Robbery;2;ROBBERY - STREET;A1;A;1;111;22.03.2018 13:12;13:12:00;17:00:00;08:00:00;Day;2018;3;Thursday;Workdays;1;13;206;WASHINGTON ST;42.35272948;-71.06256291;(42.35272948, -71.06256291)
I182021277;301;Robbery;2;ROBBERY - STREET;C11;C;3;337;21.03.2018 16:28;16:28:00;17:00:00;08:00:00;Day;2018;3;Wednesday;Workdays;1;16;231;EVERTON ST;42.30481467;-71.07218295;(42.30481467, -71.07218295)
