INCIDENT_NUMBER;OFFENSE_CODE;OFFENSE_CODE_GROUP;OFFENSE_CODE_GROUP_No;OFFENSE_DESCRIPTION;DISTRICT;District_simple;District_simple_No;REPORTING_AREA;OCCURRED_ON_DATE;Hour1;Start_Night;Start_Day;Night_Day;YEAR;MONTH;DAY_OF_WEEK;WE_Workday;WE_Workday_No;HOUR;Counts_per_hour;STREET;Lat;Long;Location
I182018145;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;252;09.03.2018 18:11;18:11:00;17:00:00;08:00:00;Night;2018;3;Friday;Workdays;1;18;285;FOX POINT RD;42.30923689;-71.04634423;(42.30923689, -71.04634423)
I182018105;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;433;09.03.2018 14:54;14:54:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;14;242;NELSON ST;42.28267661;-71.08283064;(42.28267661, -71.08283064)
I182018095;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;406;09.03.2018 13:38;13:38:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;13;206;RIVER ST;42.27136131;-71.0810083;(42.27136131, -71.08100830)
I182018053;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;626;08.03.2018 07:45;07:45:00;17:00:00;08:00:00;Night;2018;3;Thursday;Workdays;1;7;152;QUEENSBERRY ST;42.34255587;-71.09807867;(42.34255587, -71.09807867)
I182017697;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B3;B;2;447;08.03.2018 11:34;11:34:00;17:00:00;08:00:00;Day;2018;3;Thursday;Workdays;1;11;193;NORWELL ST;42.29512751;-71.07820832;(42.29512751, -71.07820832)
I182017672;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E5;E;5;716;08.03.2018 08:52;08:52:00;17:00:00;08:00:00;Day;2018;3;Thursday;Workdays;1;8;195;CENTRE ST;42.27072413;-71.1619128;(42.27072413, -71.16191280)
I182017601;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;266;07.03.2018 11:00;11:00:00;17:00:00;08:00:00;Day;2018;3;Wednesday;Workdays;1;11;193;WINTHROP ST;42.32562939;-71.0797627;(42.32562939, -71.07976270)
I182017582;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;595;07.03.2018 14:00;14:00:00;17:00:00;08:00:00;Day;2018;3;Wednesday;Workdays;1;14;242;HEMENWAY ST;42.3403294;-71.09155213;(42.34032940, -71.09155213)
I182017552;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;464;07.03.2018 16:28;16:28:00;17:00:00;08:00:00;Day;2018;3;Wednesday;Workdays;1;16;231;DONALD RD;42.29096807;-71.09010919;(42.29096807, -71.09010919)
I182017546;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A15;A;1;40;02.03.2018 08:30;08:30:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;8;195;CHESTNUT ST;42.37408488;-71.05887633;(42.37408488, -71.05887633)
I182017453;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;905;04.03.2018 14:00;14:00:00;17:00:00;08:00:00;Day;2018;3;Sunday;Weekend;2;14;242;MONSIGNOR REYNOLDS WAY;42.34055884;-71.07022771;(42.34055884, -71.07022771)
I182017329;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;429;06.03.2018 18:25;18:25:00;17:00:00;08:00:00;Night;2018;3;Tuesday;Workdays;1;18;285;WILDWOOD ST;42.28329468;-71.08824065;(42.28329468, -71.08824065)
I182017312;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;314;06.03.2018 08:00;08:00:00;17:00:00;08:00:00;Day;2018;3;Tuesday;Workdays;1;8;195;HOWLAND ST;42.3144484;-71.08993418;(42.31444840, -71.08993418)
I182017279;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A1;A;1;67;06.03.2018 14:16;14:16:00;17:00:00;08:00:00;Day;2018;3;Tuesday;Workdays;1;14;242;S RUSSELL ST;42.36022674;-71.0659773;(42.36022674, -71.06597730)
I182017245;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;335;06.03.2018 11:45;11:45:00;17:00:00;08:00:00;Day;2018;3;Tuesday;Workdays;1;11;193;BARRY ST;42.30870401;-71.06844484;(42.30870401, -71.06844484)
I182017099;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A15;A;1;40;05.03.2018 05:30;05:30:00;17:00:00;08:00:00;Night;2018;3;Monday;Workdays;1;5;86;CHESTNUT ST;42.37408488;-71.05887633;(42.37408488, -71.05887633)
I182017072;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A15;A;1;58;02.03.2018 08:30;08:30:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;8;195;PHIPPS ST;42.37688903;-71.06684611;(42.37688903, -71.06684611)
I182016960;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;B3;B;2;433;05.03.2018 12:42;12:42:00;17:00:00;08:00:00;Day;2018;3;Monday;Workdays;1;12;258;CROWELL ST;42.28297379;-71.08194011;(42.28297379, -71.08194011)
I182016933;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E5;E;5;716;05.03.2018 12:10;12:10:00;17:00:00;08:00:00;Day;2018;3;Monday;Workdays;1;12;258;CENTRE ST;42.27072413;-71.1619128;(42.27072413, -71.16191280)
I182016923;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;362;05.03.2018 10:49;10:49:00;17:00:00;08:00:00;Day;2018;3;Monday;Workdays;1;10;178;KENWOOD ST;42.29191251;-71.07049431;(42.29191251, -71.07049431)
I182016885;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A15;A;1;58;05.03.2018 10:49;10:49:00;17:00:00;08:00:00;Day;2018;3;Monday;Workdays;1;10;178;W SCHOOL ST;42.37626835;-71.06608399;(42.37626835, -71.06608399)
I182016806;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;358;04.03.2018 21:11;21:11:00;17:00:00;08:00:00;Night;2018;3;Sunday;Weekend;2;21;303;WALDECK ST;42.29881968;-71.06570084;(42.29881968, -71.06570084)
I182016796;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A1;A;1;124;04.03.2018 22:13;22:13:00;17:00:00;08:00:00;Night;2018;3;Sunday;Weekend;2;22;278;HUDSON ST;42.34867943;-71.0608949;(42.34867943, -71.06089490)
I182016744;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;303;02.03.2018 13:00;13:00:00;17:00:00;08:00:00;Day;2018;3;Friday;Workdays;1;13;206;ATHERTON ST;42.31875855;-71.10212209;(42.31875855, -71.10212209)
I182016658;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;E18;E;5;501;04.03.2018 02:30;02:30:00;17:00:00;08:00:00;Night;2018;3;Sunday;Weekend;2;2;181;HYDE PARK AVE;42.28085355;-71.11880157;(42.28085355, -71.11880157)
I182016637;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;E13;E;5;576;03.03.2018 23:00;23:00:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;23;231;JESS ST;42.31532086;-71.10354087;(42.31532086, -71.10354087)
I182016632;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;304;04.03.2018 08:48;08:48:00;17:00:00;08:00:00;Day;2018;3;Sunday;Weekend;2;8;195;WEAVER WAY;42.32140611;-71.09596829;(42.32140611, -71.09596829)
I182016580;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;393;03.03.2018 21:56;21:56:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;21;303;MONSIGNOR PATRICK J. LYDO;42.28958015;-71.05767384;(42.28958015, -71.05767384)
I182016528;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;D4;D;4;159;03.03.2018 17:00;17:00:00;17:00:00;08:00:00;Night;2018;3;Saturday;Weekend;2;17;277;UNION PARK;42.34293121;-71.07135137;(42.34293121, -71.07135137)
I182016058;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;A7;A;1;27;01.03.2018 23:02;23:02:00;17:00:00;08:00:00;Night;2018;3;Thursday;Workdays;1;23;231;MONSIGNOR ALBERT A. JACOB;42.36856802;-71.04121708;(42.36856802, -71.04121708)
I182015977;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;777;01.03.2018 07:30;07:30:00;17:00:00;08:00:00;Night;2018;3;Thursday;Workdays;1;7;152;UNION ST;42.34599735;-71.15204534;(42.34599735, -71.15204534)
I182015959;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;588;28.02.2018 09:30;09:30:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;9;167;TREMONT ST;42.33167475;-71.09640092;(42.33167475, -71.09640092)
I182015943;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;345;01.03.2018 14:26;14:26:00;17:00:00;08:00:00;Day;2018;3;Thursday;Workdays;1;14;242;RIDGEWOOD ST;42.30209443;-71.06575183;(42.30209443, -71.06575183)
I182015267;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;D14;D;4;752;26.02.2018 22:15;22:15:00;17:00:00;08:00:00;Night;2018;2;Monday;Workdays;1;22;278;WASHINGTON ST;42.34897674;-71.16277319;(42.34897674, -71.16277319)
I182015206;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;618;26.02.2018 18:50;18:50:00;17:00:00;08:00:00;Night;2018;2;Monday;Workdays;1;18;285;GAINSBOROUGH ST;42.34190866;-71.0871609;(42.34190866, -71.08716090)
I182015167;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;803;26.02.2018 14:30;14:30:00;17:00:00;08:00:00;Day;2018;2;Monday;Workdays;1;14;242;HANO ST;42.35548407;-71.13741814;(42.35548407, -71.13741814)
I182014979;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;186;28.01.2018 00:00;00:00:00;17:00:00;08:00:00;Night;2018;1;Sunday;Weekend;2;0;244;SOUTHAMPTON ST;42.33058014;-71.06248386;(42.33058014, -71.06248386)
I182014859;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;194;25.02.2018 21:00;21:00:00;17:00:00;08:00:00;Night;2018;2;Sunday;Weekend;2;21;303;WOODWARD ST;42.33171639;-71.05652346;(42.33171639, -71.05652346)
I182014580;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;794;23.02.2018 22:00;22:00:00;17:00:00;08:00:00;Night;2018;2;Friday;Workdays;1;22;278;QUINT AVE;42.3519478;-71.13410791;(42.35194780, -71.13410791)
I182014439;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;795;23.02.2018 16:15;16:15:00;17:00:00;08:00:00;Day;2018;2;Friday;Workdays;1;16;231;HIGGINS ST;42.35301593;-71.135732;(42.35301593, -71.13573200)
I182014393;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;291;23.02.2018 08:30;08:30:00;17:00:00;08:00:00;Day;2018;2;Friday;Workdays;1;8;195;ROXBURY ST;42.33019207;-71.09355705;(42.33019207, -71.09355705)
I182014304;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;605;23.02.2018 08:00;08:00:00;17:00:00;08:00:00;Day;2018;2;Friday;Workdays;1;8;195;HILLSIDE ST;42.33199549;-71.1089627;(42.33199549, -71.10896270)
I182014203;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;237;18.02.2018 05:00;05:00:00;17:00:00;08:00:00;Night;2018;2;Sunday;Weekend;2;5;86;E COTTAGE ST;42.32103493;-71.06348926;(42.32103493, -71.06348926)
I182014114;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;247;22.02.2018 18:20;18:20:00;17:00:00;08:00:00;Night;2018;2;Thursday;Workdays;1;18;285;DORCHESTER AVE;42.31517406;-71.05671909;(42.31517406, -71.05671909)
I182014107;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;578;22.02.2018 09:00;09:00:00;17:00:00;08:00:00;Day;2018;2;Thursday;Workdays;1;9;167;FORBES ST;42.3211829;-71.1068278;(42.32118290, -71.10682780)
I182013959;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;224;21.02.2018 17:00;17:00:00;17:00:00;08:00:00;Night;2018;2;Wednesday;Workdays;1;17;277;FARRAGUT RD;42.33708027;-71.02509572;(42.33708027, -71.02509572)
I182013955;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C6;C;3;223;21.02.2018 17:00;17:00:00;17:00:00;08:00:00;Night;2018;2;Wednesday;Workdays;1;17;277;ACADIA ST;42.33782826;-71.02999021;(42.33782826, -71.02999021)
I182013925;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;452;22.02.2018 01:37;01:37:00;17:00:00;08:00:00;Night;2018;2;Thursday;Workdays;1;1;171;KENBERMA RD;42.29574022;-71.07322638;(42.29574022, -71.07322638)
I182013890;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;D14;D;4;780;21.02.2018 21:55;21:55:00;17:00:00;08:00:00;Night;2018;2;Wednesday;Workdays;1;21;303;MARKET ST;42.35580706;-71.14932167;(42.35580706, -71.14932167)
I182013830;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B3;B;2;428;14.02.2018 09:45;09:45:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;9;167;WILDWOOD ST;42.28236818;-71.08972869;(42.28236818, -71.08972869)
I182013781;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;D14;D;4;794;21.02.2018 16:10;16:10:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;16;231;PARK VALE AVE;42.35182446;-71.13313369;(42.35182446, -71.13313369)
I182013767;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;170;21.02.2018 15:28;15:28:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;15;241;E SPRINGFIELD ST;42.3360292;-71.07517847;(42.33602920, -71.07517847)
I182013765;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C6;C;3;914;21.02.2018 16:22;16:22:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;16;231;COLONEL MICHAEL J. MCDONO;42.32790482;-71.05305583;(42.32790482, -71.05305583)
I182013761;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;178;15.11.2017 12:00;12:00:00;17:00:00;08:00:00;Day;2017;11;Wednesday;Workdays;1;12;258;MASSACHUSETTS AVE;42.32856401;-71.06835343;(42.32856401, -71.06835343)
I182013556;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;624;20.02.2018 21:12;21:12:00;17:00:00;08:00:00;Night;2018;2;Tuesday;Workdays;1;21;303;BOYLSTON ST;42.34601613;-71.0938121;(42.34601613, -71.09381210)
I182013547;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;281;20.02.2018 20:26;20:26:00;17:00:00;08:00:00;Night;2018;2;Tuesday;Workdays;1;20;305;MOUNT PLEASANT AVE;42.32819458;-71.0793343;(42.32819458, -71.07933430)
I182013546;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;794;20.02.2018 20:11;20:11:00;17:00:00;08:00:00;Night;2018;2;Tuesday;Workdays;1;20;305;PARK VALE AVE;42.35182446;-71.13313369;(42.35182446, -71.13313369)
I182013499;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;758;20.02.2018 16:54;16:54:00;17:00:00;08:00:00;Day;2018;2;Tuesday;Workdays;1;16;231;FANEUIL ST;42.3520434;-71.16491335;(42.35204340, -71.16491335)
I182013391;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;648;31.10.2017 20:18;20:18:00;17:00:00;08:00:00;Night;2017;10;Tuesday;Workdays;1;20;305;BOYNTON ST;42.30542129;-71.11325289;(42.30542129, -71.11325289)
I182013275;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;795;19.02.2018 19:00;19:00:00;17:00:00;08:00:00;Night;2018;2;Monday;Workdays;1;19;274;ALLSTON ST;42.35127685;-71.13587892;(42.35127685, -71.13587892)
I182013269;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;948;19.02.2018 22:49;22:49:00;17:00:00;08:00:00;Night;2018;2;Monday;Workdays;1;22;278;AMORY ST;42.31915678;-71.10067583;(42.31915678, -71.10067583)
I182013254;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A7;A;1;34;19.02.2018 20:13;20:13:00;17:00:00;08:00:00;Night;2018;2;Monday;Workdays;1;20;305;SUMNER ST;42.3654383;-71.03184193;(42.36543830, -71.03184193)
I182013189;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;608;19.02.2018 05:00;05:00:00;17:00:00;08:00:00;Night;2018;2;Monday;Workdays;1;5;86;S HUNTINGTON AVE;42.33041036;-71.11148382;(42.33041036, -71.11148382)
I182013188;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;608;19.02.2018 12:15;12:15:00;17:00:00;08:00:00;Day;2018;2;Monday;Workdays;1;12;258;S HUNTINGTON AVE;42.33041036;-71.11148382;(42.33041036, -71.11148382)
I182012893;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;750;17.02.2018 21:00;21:00:00;17:00:00;08:00:00;Night;2018;2;Saturday;Weekend;2;21;303;GERALD RD;42.34086177;-71.16020154;(42.34086177, -71.16020154)
I182012867;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;789;17.02.2018 19:10;19:10:00;17:00:00;08:00:00;Night;2018;2;Saturday;Weekend;2;19;274;ENGLEWOOD AVE;42.33732141;-71.15148371;(42.33732141, -71.15148371)
I182012822;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;789;17.02.2018 19:00;19:00:00;17:00:00;08:00:00;Night;2018;2;Saturday;Weekend;2;19;274;ENGLEWOOD AVE;42.33732141;-71.15148371;(42.33732141, -71.15148371)
I182012815;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;750;17.02.2018 22:06;22:06:00;17:00:00;08:00:00;Night;2018;2;Saturday;Weekend;2;22;278;GERALD RD;42.34086177;-71.16020154;(42.34086177, -71.16020154)
I182012741;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A7;A;1;10;17.02.2018 14:41;14:41:00;17:00:00;08:00:00;Day;2018;2;Saturday;Weekend;2;14;242;ORIENT AVE;42.39088974;-71.00810501;(42.39088974, -71.00810501)
I182012589;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A1;A;1;63;16.02.2018 09:35;09:35:00;17:00:00;08:00:00;Day;2018;2;Friday;Workdays;1;9;167;HAWTHORNE PL;42.36438365;-71.06584776;(42.36438365, -71.06584776)
I182012564;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;769;16.02.2018 07:15;07:15:00;17:00:00;08:00:00;Night;2018;2;Friday;Workdays;1;7;152;ARLINGTON ST;42.35227289;-71.15401008;(42.35227289, -71.15401008)
I182012534;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;587;16.02.2018 19:26;19:26:00;17:00:00;08:00:00;Night;2018;2;Friday;Workdays;1;19;274;PARKER ST;42.33138384;-71.09734804;(42.33138384, -71.09734804)
I182012511;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;604;16.02.2018 18:29;18:29:00;17:00:00;08:00:00;Night;2018;2;Friday;Workdays;1;18;285;HILLSIDE ST;42.33109362;-71.10551106;(42.33109362, -71.10551106)
I182012485;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;187;16.02.2018 05:00;05:00:00;17:00:00;08:00:00;Night;2018;2;Friday;Workdays;1;5;86;WASHBURN ST;42.32560048;-71.05761264;(42.32560048, -71.05761264)
I182012409;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;799;14.02.2018 10:00;10:00:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;10;178;CHESTER ST;42.35316369;-71.12820416;(42.35316369, -71.12820416)
I182012305;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;A7;A;1;4;15.02.2018 22:41;22:41:00;17:00:00;08:00:00;Night;2018;2;Thursday;Workdays;1;22;278;BAYSWATER ST;42.38284675;-71.00049462;(42.38284675, -71.00049462)
I182012298;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;799;15.02.2018 19:00;19:00:00;17:00:00;08:00:00;Night;2018;2;Thursday;Workdays;1;19;274;ASHFORD CT;42.35437654;-71.12611162;(42.35437654, -71.12611162)
I182012290;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;316;15.02.2018 21:01;21:01:00;17:00:00;08:00:00;Night;2018;2;Thursday;Workdays;1;21;303;ABBOTSFORD ST;42.31420573;-71.09134282;(42.31420573, -71.09134282)
I182012279;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C6;C;3;219;15.02.2018 20:04;20:04:00;17:00:00;08:00:00;Night;2018;2;Thursday;Workdays;1;20;305;G ST;42.3309003;-71.04410205;(42.33090030, -71.04410205)
I182012266;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;D14;D;4;799;15.02.2018 18:40;18:40:00;17:00:00;08:00:00;Night;2018;2;Thursday;Workdays;1;18;285;GARDNER ST;42.35358822;-71.12689571;(42.35358822, -71.12689571)
I182012047;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;154;14.02.2018 16:15;16:15:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;16;231;RUTLAND SQ;42.34188296;-71.07817738;(42.34188296, -71.07817738)
I182011994;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;796;14.02.2018 14:00;14:00:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;14;242;LINDEN ST;42.35179211;-71.13023989;(42.35179211, -71.13023989)
I182011958;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E5;E;5;683;14.02.2018 19:15;19:15:00;17:00:00;08:00:00;Night;2018;2;Wednesday;Workdays;1;19;274;CORNELL ST;42.28235759;-71.1397801;(42.28235759, -71.13978010)
I182011956;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;345;14.02.2018 20:20;20:20:00;17:00:00;08:00:00;Night;2018;2;Wednesday;Workdays;1;20;305;TOPLIFF ST;42.30240924;-71.06793729;(42.30240924, -71.06793729)
I182011954;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;799;14.02.2018 11:00;11:00:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;11;193;CHESTER ST;42.35316369;-71.12820416;(42.35316369, -71.12820416)
I182011934;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;428;14.02.2018 18:48;18:48:00;17:00:00;08:00:00;Night;2018;2;Wednesday;Workdays;1;18;285;LANDOR RD;42.28319809;-71.09098657;(42.28319809, -71.09098657)
I182011847;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;146;14.02.2018 12:46;12:46:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;12;258;W NEWTON ST;42.34451294;-71.08049717;(42.34451294, -71.08049717)
I182011828;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;370;14.02.2018 10:58;10:58:00;17:00:00;08:00:00;Day;2018;2;Wednesday;Workdays;1;10;178;WILLIAM T MORRISSEY BLVD;42.29507166;-71.04749709;(42.29507166, -71.04749709)
I182011635;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;361;13.02.2018 16:20;16:20:00;17:00:00;08:00:00;Day;2018;2;Tuesday;Workdays;1;16;231;ALLSTON ST;42.29202056;-71.06681679;(42.29202056, -71.06681679)
I182011595;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;570;13.02.2018 11:09;11:09:00;17:00:00;08:00:00;Day;2018;2;Tuesday;Workdays;1;11;193;FOREST HILLS ST;42.30806355;-71.10254489;(42.30806355, -71.10254489)
I182011276;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D4;D;4;619;11.02.2018 18:00;18:00:00;17:00:00;08:00:00;Night;2018;2;Sunday;Weekend;2;18;285;WESTLAND AVE;42.34355868;-71.08734146;(42.34355868, -71.08734146)
I182011124;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;345;11.02.2018 00:05;00:05:00;17:00:00;08:00:00;Night;2018;2;Sunday;Weekend;2;0;244;TOPLIFF ST;42.30240924;-71.06793729;(42.30240924, -71.06793729)
I182011063;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E18;E;5;503;11.02.2018 09:34;09:34:00;17:00:00;08:00:00;Day;2018;2;Sunday;Weekend;2;9;167;AMERICAN LEGION HWY;42.28671034;-71.10822888;(42.28671034, -71.10822888)
I182011043;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A1;A;1;103;11.02.2018 05:25;05:25:00;17:00:00;08:00:00;Night;2018;2;Sunday;Weekend;2;5;86;SCHOOL ST;42.35788876;-71.06010047;(42.35788876, -71.06010047)
I182011031;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;605;11.02.2018 03:41;03:41:00;17:00:00;08:00:00;Night;2018;2;Sunday;Weekend;2;3;124;HUNTINGTON AVE;42.33322007;-71.10943943;(42.33322007, -71.10943943)
I182010941;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E5;E;5;675;10.02.2018 04:00;04:00:00;17:00:00;08:00:00;Night;2018;2;Saturday;Weekend;2;4;77;BRADFIELD AVE;42.28912716;-71.13934739;(42.28912716, -71.13934739)
I182010941;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E5;E;5;675;10.02.2018 04:00;04:00:00;17:00:00;08:00:00;Night;2018;2;Saturday;Weekend;2;4;77;BRADFIELD AVE;42.28912716;-71.13934739;(42.28912716, -71.13934739)
I182010857;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;641;05.02.2018 07:00;07:00:00;17:00:00;08:00:00;Night;2018;2;Monday;Workdays;1;7;152;CENTRE ST;42.31674811;-71.11356249;(42.31674811, -71.11356249)
